Episode,Final Cost,Shots Used,Time (s)
1,2701304.907466765,4608,6.199422600038815
2,1096359.4646713568,4608,5.974157299962826
3,2281127.454825284,4608,5.193911299982574
4,1055903.4806846916,4608,5.743383799970616
5,1247691.9112003983,4608,5.142397199990228
6,1719276.601352435,4608,5.016368700016756
7,1756000.0303993989,4608,4.9388334000250325
8,1000000.0,4608,4.8774476000107825
9,1588401.3635939402,4608,4.809387800050899
10,2857107.0639026454,4608,4.694564300007187
11,1429077.1917897991,4608,4.7182034000288695
12,1024551.5085610164,4608,4.913818100001663
13,1000000.0,4608,4.9444029000005685
14,1607306.5861731712,4608,4.753557000018191
15,1266368.6655619163,4608,4.76054980000481
16,1065917.0362521764,4608,4.412249899993185
17,1015878.5365587227,4608,4.73675819998607
18,2135494.540834271,4608,4.672768399992492
19,1482990.4696251496,4608,4.7226072999765165
20,1703629.0894376026,4608,4.901291400019545
21,2702584.5537289213,4608,4.799585299973842
22,4274729.525517456,4608,4.7122006000136025
23,1000000.0,4608,4.47779019997688
24,1392496.2357794074,4608,4.757181699969806
25,1000000.0,4608,4.801780799985863
26,3020303.096723374,4608,4.7772720999782905
27,1799543.3692338415,4608,4.713060999987647
28,1500006.776549049,4608,5.284680199983995
29,1029412.4790532488,4608,6.725829600007273
30,1378738.9853039517,4608,6.9915990000008605
31,1736051.1763709923,4608,6.932705799990799
32,1000000.0,4608,7.139104200003203
33,1653730.2034772164,4608,8.038734600006137
34,1053812.6349885138,4608,7.6813749999855645
35,1438309.4928821907,4608,7.845709500019439
36,1838451.2916947992,4608,9.75789770000847
37,2704632.505696955,4608,7.772500300023239
38,1379256.1651442517,4608,7.840147400042042
39,1936794.450379047,4608,8.009318099997472
40,1000000.0,4608,8.150834400032181
41,2084371.2213442344,4608,7.877629700000398
42,1846273.7475476188,4608,7.955431500042323
43,3007783.5904636765,4608,8.29887450003298
44,1553757.657454288,4608,7.872297199966852
45,1187404.0384784793,4608,7.993459499964956
46,1397672.4786599611,4608,7.873172999999952
47,1000000.0,4608,8.349265999975614
48,1094581.6303848482,4608,7.941948899999261
49,2913662.834318669,4608,7.956949100014754
50,1741020.228226204,4608,7.926001799991354
51,1496193.3369002955,4608,7.802249200001825
52,1000000.0,4608,7.876774500007741
53,1585796.5674457941,4608,7.931831500027329
54,2334337.450759874,4608,7.716800299996976
55,1019791.3325190044,4608,8.20310939999763
56,1547534.352890871,4608,7.772331100015435
57,1651696.7332148456,4608,8.116954799974337
58,1050251.0663486582,4608,9.286778400011826
59,1505815.1872239695,4608,8.22067509999033
60,1798202.935145603,4608,7.849439599958714
61,1585478.756964095,4608,8.701581900008023
62,1885775.5448012468,4608,7.877203400013968
63,1836755.1962104482,4608,7.818446099990979
64,1890016.394933795,4608,7.917107999965083
65,1074429.5674878776,4608,7.847798499977216
66,1000000.0,4608,7.903812400007155
67,1087337.1294115982,4608,8.188677700003609
68,1000000.0,4608,7.797242200002074
69,3309238.856847216,4608,7.860310199961532
70,1000000.0,4608,7.766524599981494
71,1275913.4554290294,4608,7.740096100023948
72,1000000.0,4608,7.830640600004699
73,1611981.9978305977,4608,8.191662599972915
74,1000000.0,4608,7.852139700029511
75,1972336.9036562368,4608,7.803239500033669
76,1311447.779555731,4608,8.066956000053324
77,1189834.3124989124,4608,7.862309899996035
78,1131098.3698625218,4608,7.877051900024526
79,1798406.731174619,4608,7.79155709996121
80,1485146.704731481,4608,8.087909800000489
81,1227026.0704934527,4608,7.78062430000864
82,1000000.0,4608,8.01707990001887
83,1464261.360940186,4608,7.880028999992646
84,1490855.562924627,4608,8.233093100017868
85,1486085.7030608368,4608,7.950752899982035
86,1000000.0,4608,8.19512869999744
87,2416495.51109776,4608,7.791665000026114
88,1458357.689920622,4608,7.862674999982119
89,1103930.6590872942,4608,7.9189583999686874
90,1177333.246019938,4608,7.861565099970903
91,1493784.0119136318,4608,8.14291580003919
92,1000000.0,4608,7.877521599992178
93,3418352.2626860877,4608,8.13086839998141
94,1000000.0,4608,7.77538020000793
95,1000000.0,4608,7.943325300002471
96,1262398.8678660903,4608,7.885546399978921
97,1325109.337208094,4608,7.926712599990424
98,1000000.0,4608,7.923769899993204
99,1064025.6105373697,4608,8.326725699997041
100,2224538.2936974643,4608,8.267683300015051
101,1125301.91663302,4608,7.805589099996723
102,2532011.7690960416,4608,7.851630099990871
103,1000000.0,4608,7.846367400023155
104,1000000.0,4608,7.863835700030904
105,1105301.0957724664,4608,7.818053799972404
106,1480678.90660956,4608,8.097535100008827
107,1549192.3392063482,4608,7.864526999997906
108,1606791.347544347,4608,7.910564900026657
109,1856627.3595574966,4608,7.944516399991699
110,1000000.0,4608,8.691759399953298
111,1000000.0,4608,8.0779593999614
112,1842872.190352522,4608,8.20116210001288
113,1624738.3137921279,4608,7.819977700011805
114,1993197.171867323,4608,7.701672800001688
115,1623577.8393823877,4608,7.832165899977554
116,1009192.6371717836,4608,7.823779599973932
117,1192788.7842463441,4608,7.835987999977078
118,1367049.271916097,4608,8.357242800004315
119,1078641.1454807504,4608,8.241138999990653
120,2215017.230794562,4608,7.8541596999857575
121,2364082.0709286565,4608,7.79150390002178
122,1297524.4241043415,4608,8.153000599995721
123,2093838.4751079734,4608,8.219048200000543
124,1000000.0,4608,7.831486299983226
125,1000000.0,4608,8.595261799986474
126,2655977.5563418185,4608,7.976185099978466
127,1248941.0070441482,4608,7.627820299996529
128,1870173.5067211534,4608,7.549054100003559
129,1996185.1326114433,4608,7.480175899981987
130,1707050.206737631,4608,8.007762500026729
131,1000000.0,4608,7.7064392999745905
132,1743231.3201037701,4608,7.56508319999557
133,1360980.3514955593,4608,9.243061499961186
134,1187522.7458914495,4608,8.114748699998017
135,1959396.5171660916,4608,7.988324599980842
136,2424926.115338697,4608,7.442685900023207
137,1048256.638691008,4608,7.85953860002337
138,1783457.9442396548,4608,7.666012800007593
139,2307157.2161246818,4608,7.770432399993297
140,1081404.7611436541,4608,7.590165100002196
141,1524563.6331287925,4608,7.634367500024382
142,1183389.2829899895,4608,7.440902800008189
143,3002416.5333211673,4608,7.430965200008359
144,1000000.0,4608,7.732110200042371
145,1919390.5817195172,4608,7.504736500035506
146,1325175.397499327,4608,7.870493500027806
147,2303428.0780449836,4608,7.579382099967916
148,3050139.324259035,4608,8.135847700003069
149,1321570.4306770954,4608,7.8132340999436565
150,1403877.8084007255,4608,7.719094200001564
151,1000000.0,4608,7.825885800004471
152,1859528.20570593,4608,7.645716700004414
153,2461474.5520242956,4608,7.780553899996448
154,1354099.2139613596,4608,7.36688830005005
155,2059817.4156734885,4608,7.429327599995304
156,1910149.9615979546,4608,7.491522099997383
157,1029103.6883663055,4608,7.473249999980908
158,1934972.2568134377,4608,7.708197299973108
159,2205577.5618641106,4608,7.7014107999857515
160,2469920.434664173,4608,7.965392799989786
161,1177367.8880672697,4608,7.662216999975499
162,2630765.5436394745,4608,7.839121499971952
163,1706644.8792024544,4608,7.5795766999945045
164,1268339.0418067698,4608,7.767626199987717
165,1465836.2359448597,4608,7.494979200011585
166,2481305.7015594114,4608,7.423149700043723
167,1000000.0,4608,7.856109399988782
168,2324500.393849567,4608,7.485634000040591
169,1648470.592352763,4608,7.599662300024647
170,2086784.5946389397,4608,7.429269500018563
171,1000000.0,4608,7.7722737999865785
172,1311799.971236208,4608,8.099320799985435
173,1658471.047588729,4608,7.592968399985693
174,1313626.7870128627,4608,7.530398800037801
175,1869957.3834237186,4608,7.798633300000802
176,1393350.943645792,4608,8.08229950000532
177,1029887.40995434,4608,7.62138359999517
178,1098028.8550345434,4608,7.767697800009046
179,1355380.6436056,4608,7.59504729998298
180,1000000.0,4608,7.674297599995043
181,1361313.9508845424,4608,8.166702100017574
182,1253644.6999551216,4608,7.649954400025308
183,1167989.681024124,4608,7.674605200008955
184,2212458.1238132557,4608,7.419132600014564
185,1706252.4992585192,4608,7.951051399984863
186,1000000.0,4608,7.563497799972538
187,1307389.4474620174,4608,7.999639299989212
188,1597737.927311611,4608,7.784811299992725
189,2274718.8601052677,4608,7.808668899990153
190,2061828.6098625672,4608,8.136742600006983
191,1000000.0,4608,7.687997900007758
192,1785348.1530846697,4608,7.612730199994985
193,1093033.7594649354,4608,7.5175135000026785
194,1116358.715161578,4608,8.105551500048023
195,1426853.9578157861,4608,7.546733100025449
196,1000000.0,4608,7.559770100051537
197,2162098.981381708,4608,7.36877070000628
198,1232052.9231583478,4608,7.716074399999343
199,1294425.6737386812,4608,8.01757159997942
200,1199648.361192831,4608,7.518459299986716
201,1232846.0443953204,4608,7.439178099972196
202,1515314.502900731,4608,7.474142600025516
203,1717171.5029194807,4608,7.530696300033014
204,1000000.0,4608,7.875746299978346
205,3470807.218302189,4608,7.71676550002303
206,1914744.3848265163,4608,7.844660000002477
207,2897714.574494067,4608,7.7998817000188865
208,3072671.243114095,4608,7.490140400012024
209,1546049.2544848993,4608,7.758350000018254
210,1458702.816907594,4608,8.020461400039494
211,1000000.0,4608,9.123568299983162
212,1150853.8044667188,4608,8.171211399952881
213,1832231.0046905945,4608,7.768253899994306
214,2094736.4899419434,4608,8.038668699970003
215,2077540.0306615115,4608,7.599650999996811
216,1887726.5160068958,4608,7.548002999974415
217,2620182.732438852,4608,7.678111799992621
218,1849534.9833150217,4608,8.034517399966717
219,1575830.759891308,4608,7.411339499987662
220,2687119.8666445203,4608,7.634541300009005
221,1728155.3656230131,4608,7.814585799991619
222,1675751.8460849032,4608,8.042310499993619
223,1000000.0,4608,7.710036200005561
224,1684167.3628829885,4608,7.603033099963795
225,1722161.3856449157,4608,7.755086200020742
226,1029776.4132806037,4608,8.183241400052793
227,1000000.0,4608,8.246956399991177
228,1478822.1148457106,4608,7.644232799997553
229,1000000.0,4608,7.783771599992178
230,1000000.0,4608,7.851681099971756
231,2765266.7656070697,4608,7.720234600012191
232,1523191.6895632625,4608,7.963165799970739
233,1722152.1728635486,4608,7.433946700009983
234,1000000.0,4608,7.714960300014354
235,2498203.3256574664,4608,7.94589289999567
236,1273463.6450128146,4608,8.036278899991885
237,1716811.9235974308,4608,8.373921099992003
238,1867316.1428781431,4608,7.802670499950182
239,1750103.380169071,4608,7.516023800009862
240,1000000.0,4608,7.708061399986036
241,1000000.0,4608,8.445833000005223
242,1000000.0,4608,8.120338700013235
243,1000000.0,4608,7.915950499998871
244,1117844.532999282,4608,7.572573799989186
245,1356249.0667976649,4608,7.800242499972228
246,1000000.0,4608,7.922757099964656
247,1000000.0,4608,7.641449499991722
248,1000000.0,4608,7.518940999987535
249,1000000.0,4608,7.6445686999941245
250,1000000.0,4608,7.612735000031535
251,2976493.689108587,4608,8.025370399991516
252,1000000.0,4608,7.674505999952089
253,1277623.04211318,4608,7.902841500006616
254,1107013.781649676,4608,7.659412799985148
255,1560536.409893899,4608,7.7869078000076115
256,1000000.0,4608,7.748375299968757
257,1263293.7121002274,4608,7.734718799998518
258,1754372.3769401805,4608,7.510361599968746
259,1595180.5175010236,4608,7.603531999979168
260,1381723.2241443903,4608,7.922969099949114
261,1073655.5044017169,4608,7.818794800026808
262,2279864.400618742,4608,7.7476902000489645
263,1000000.0,4608,7.821925800002646
264,3423442.196705736,4608,7.95239190000575
265,1408459.8396288985,4608,8.045214599987958
266,2006246.1713485636,4608,7.377236799977254
267,1005655.3407749247,4608,7.558237400022335
268,1039905.8076684169,4608,7.662477300036699
269,1596126.1728915097,4608,8.00012370001059
270,1536737.5869729868,4608,7.497460399987176
271,1000000.0,4608,7.675674699945375
272,1984685.269793048,4608,7.535548600018956
273,1029207.1634484419,4608,7.691132700012531
274,1299365.275489905,4608,7.903378299961332
275,2260934.186131101,4608,7.548653999983799
276,1753744.663303054,4608,7.7681438000290655
277,1381030.4258755322,4608,7.712071500020102
278,1798787.120182873,4608,8.147239300014917
279,2008584.6283825885,4608,7.487069999973755
280,1000000.0,4608,7.59318720002193
281,1891510.8784832736,4608,7.61748620000435
282,1483580.8962245975,4608,8.002019100007601
283,2506956.970964469,4608,7.342448199982755
284,1000000.0,4608,7.762943400011864
285,1078134.7125386768,4608,7.809742300014477
286,1268350.0175971913,4608,7.578083999978844
287,1286705.9669954556,4608,8.614755899994634
288,2021848.4512304934,4608,8.723415499960538
289,1485298.4973649927,4608,8.154544999997597
290,1098606.27298994,4608,7.811222700052895
291,1000000.0,4608,8.23426560004009
292,1205055.160095646,4608,8.064748900011182
293,1514864.4389297077,4608,7.4671379999490455
294,2345469.746896211,4608,7.659198899986222
295,1277226.920626921,4608,7.71896819997346
296,1372248.9015488627,4608,7.953950600000098
297,1280669.7447759854,4608,7.7625197999877855
298,1059954.5569974703,4608,7.959737099998165
299,1184896.4312102238,4608,7.8326382000232115
300,1880569.7714003222,4608,7.549359700002242
301,1000000.0,4608,7.702988600009121
302,1941855.6215230334,4608,7.480968700023368
303,1336493.6725956355,4608,7.961711300013121
304,1539679.199988016,4608,7.546881299989764
305,2292198.393024275,4608,8.114586299983785
306,3814941.4433132247,4608,8.001752600015607
307,2782906.248084644,4608,8.37678109999979
308,1014334.5657170585,4608,7.614214200002607
309,3187495.4693166837,4608,7.550387200026307
310,1321082.0751602496,4608,7.854154400003608
311,1268885.0413223626,4608,7.594535599986557
312,1714817.8455955875,4608,7.52109080000082
313,2455128.956043061,4608,7.3982510000350885
314,1000000.0,4608,8.505449799995404
315,1000000.0,4608,7.620252399996389
316,2035880.9044689415,4608,7.7000465000164695
317,1000000.0,4608,7.648387499968521
318,3091672.4140223945,4608,7.674808999989182
319,1228114.3234867204,4608,7.953603099973407
320,1529325.6551342322,4608,7.642585900030099
321,2237032.93471367,4608,7.658824899990577
322,1435088.351577755,4608,8.174213699996471
323,1689068.2780443993,4608,7.394864100031555
324,1832603.8672595178,4608,7.958827900001779
325,1000000.0,4608,7.779339200002141
326,1080025.479735663,4608,7.450567499967292
327,2307278.069934166,4608,7.655072399997152
328,2203494.148106334,4608,7.529629099997692
329,2384052.7461408926,4608,7.828844400006346
330,1099755.5369453244,4608,7.822329399990849
331,1825636.035582388,4608,7.456130100006703
332,2454020.2205895046,4608,7.566638400021475
333,1338151.1417817373,4608,7.622232699999586
334,1534792.09933722,4608,7.912117800035048
335,1091235.4041553894,4608,7.741119800019078
336,2588010.726893061,4608,7.498816999956034
337,1565425.5977396092,4608,7.7214844999834895
338,1000000.0,4608,7.733594799996354
339,1000000.0,4608,8.042041899985634
340,1000000.0,4608,7.5703757999581285
341,1921236.6771699244,4608,8.086545300029684
342,1000000.0,4608,7.767044300038833
343,2489729.2250144356,4608,8.03210680000484
344,1272070.5965172928,4608,7.827969599980861
345,1000000.0,4608,7.739853399980348
346,1308054.2277719886,4608,7.809400899976026
347,1093159.1815280954,4608,7.73150659998646
348,1121911.5754709952,4608,8.019343199965078
349,1000000.0,4608,7.765554999990854
350,1139065.754189041,4608,7.763054999988526
351,1252463.891050327,4608,7.936522800009698
352,1162652.593248341,4608,8.115711100050248
353,1166338.593513109,4608,7.747775099996943
354,1707773.2041578756,4608,8.054309400031343
355,1000000.0,4608,7.753903600038029
356,1000000.0,4608,7.535404600028414
357,1000000.0,4608,7.907683300029021
358,1000000.0,4608,7.451036999991629
359,1625969.1856152317,4608,7.632170700002462
360,1807992.722853639,4608,7.582543099997565
361,1306209.9713754156,4608,8.080641800013836
362,1372518.801187372,4608,7.543508999980986
363,1000000.0,4608,7.5919760999968275
364,1000000.0,4608,8.719437799998559
365,1698856.284575434,4608,8.446671499987133
366,2877693.830647026,4608,8.27954169997247
367,1000000.0,4608,7.391131700016558
368,1845328.8495556216,4608,7.648844600014854
369,1000000.0,4608,7.6431498999590985
370,1368836.551974155,4608,8.151620300021023
371,2635626.2149412725,4608,7.466165599995293
372,1144499.1384791678,4608,7.803297400008887
373,1761334.0355563601,4608,7.578715800016653
374,1000000.0,4608,7.982884099998046
375,1000000.0,4608,8.028460300003644
376,1043777.0498393434,4608,7.691406199999619
377,1866073.173319494,4608,7.5894008000032045
378,2018984.6240044672,4608,7.597589100012556
379,1680350.9901827145,4608,7.794149199966341
380,1982659.6877047245,4608,8.258789199986495
381,1000000.0,4608,8.402222900011111
382,2810504.7029275256,4608,7.858547599986196
383,1647250.8231274546,4608,7.980325800017454
384,2218974.1604414955,4608,7.5996694000205025
385,1459307.8120472173,4608,7.927142299944535
386,1000000.0,4608,7.715405400027521
387,1023491.2026945249,4608,7.820214500010479
388,2594529.258586007,4608,7.568572899966966
389,1208743.7413256785,4608,7.909380700031761
390,1118510.8246203586,4608,7.5079680000199005
391,1000000.0,4608,9.428109599975869
392,1693992.894342681,4608,8.568608300003689
393,2048255.0119024664,4608,7.545012299960945
394,2882261.398749093,4608,7.891982699977234
395,1591691.019469573,4608,7.545684200013056
396,2126742.2103507007,4608,7.5388599000289105
397,1143333.2745122348,4608,7.850540700019337
398,1000000.0,4608,8.165064100001473
399,1052752.6678331678,4608,7.773317700019106
400,1205673.7315538512,4608,7.74502949998714
401,1434214.8566525725,4608,7.625879200000782
402,1156345.2819949784,4608,8.079916999966372
403,1438997.0528283834,4608,7.808820699981879
404,1000000.0,4608,7.562153199978638
405,1046103.5479602756,4608,7.694644999981392
406,1000000.0,4608,7.794029199983925
407,1817307.5169876956,4608,8.053527699958067
408,1475264.1387851378,4608,7.629204700002447
409,1000000.0,4608,7.937069399980828
410,1000000.0,4608,7.876347799960058
411,1000000.0,4608,7.770199800026603
412,1000000.0,4608,8.014891600003466
413,1320413.0882614395,4608,7.737399900041055
414,2365418.494596616,4608,7.494043500046246
415,1760712.7319791205,4608,7.726015200023539
416,2349794.6491829357,4608,7.897521600010805
417,1943353.4513579197,4608,7.691272999974899
418,1909986.286165999,4608,7.9994096999871545
419,1000000.0,4608,7.7520636999979615
420,1607605.665954307,4608,7.729441600036807
421,4107087.524976276,4608,8.22662939998554
422,1136998.1492027368,4608,7.807843199989293
423,1306838.440799483,4608,7.693653199996334
424,1744184.339100786,4608,7.716561800043564
425,1965158.8141070264,4608,7.813722399994731
426,1000000.0,4608,7.538878999999724
427,1045042.3097332527,4608,7.5199626999674365
428,1907699.4598451224,4608,7.68264640000416
429,1992775.2270433353,4608,7.585349200002383
430,1838637.9018314541,4608,8.016696100006811
431,1570683.5594400438,4608,7.567136899975594
432,1120851.3307896936,4608,7.681654300016817
433,1491847.369286757,4608,7.5907110999687575
434,1632998.4727152695,4608,7.844287600019015
435,2000010.10278183,4608,7.4130013000103645
436,1477537.4770488162,4608,7.587273899989668
437,1059254.6181063866,4608,7.9751827999716625
438,2225206.1620195657,4608,7.809696599957533
439,2271206.5530668404,4608,7.97573210002156
440,3866484.504502788,4608,7.635791300039273
441,1634949.1487315656,4608,9.41190910001751
442,1000000.0,4608,8.378887599974405
443,1532315.1443186703,4608,7.805560800014064
444,1000000.0,4608,7.794588699995074
445,1602539.8516797477,4608,7.679442399996333
446,1990075.4435650064,4608,7.550009099999443
447,1156581.6486851259,4608,7.602382099954411
448,1029648.849217559,4608,7.95168240001658
449,3094471.4172315975,4608,7.6635917000239715
450,1000000.0,4608,7.683981899986975
451,1027962.6577901776,4608,7.903206299990416
452,1756384.5321894954,4608,7.662262000027113
453,1136541.179150738,4608,7.929383499955293
454,4698852.060756004,4608,13.910271200002171
455,4700029.3711136365,4608,13.493016199965496
456,1705473.44270855,4608,7.703935700003058
457,1358722.4342837748,4608,8.030921000055969
458,1301442.28568905,4608,7.777753799979109
459,1060858.4330439672,4608,7.820081800047774
460,2873410.467527155,4608,7.727522400033195
461,2074338.8823857445,4608,7.514424299995881
462,1027832.9809421657,4608,7.724159799981862
463,1760602.01860411,4608,7.899441999965347
464,1409221.8876479114,4608,7.661271199991461
465,1994922.5764776217,4608,7.8204070999636315
466,2297691.0032825805,4608,7.9485808000317775
467,1000000.0,4608,8.130814799980726
468,1387957.2847767586,4608,7.612267300020903
469,2387849.9703598577,4608,8.03450619999785
470,1013102.144713258,4608,7.8696521000238135
471,3124142.902598677,4608,7.966251700010616
472,2170270.0290350514,4608,7.6930779999820516
473,1112875.4411704799,4608,7.6950775000150315
474,1590477.9094603471,4608,7.525884600006975
475,1847717.5036541517,4608,7.981919799989555
476,2125341.42598084,4608,7.435057999973651
477,2311929.671403438,4608,7.553914699994493
478,1084055.2876550956,4608,7.4896434000111185
479,2135614.8651820906,4608,7.610631000017747
480,1376924.5163149503,4608,8.147531499969773
481,1209759.0861545654,4608,7.732920400041621
482,1000000.0,4608,7.792578099993989
483,2799998.488923217,4608,7.5758793000131845
484,1003503.4877966868,4608,8.018580700038001
485,1902771.5142120523,4608,7.664900100033265
486,1591530.5506345327,4608,7.793874600029085
487,1000000.0,4608,7.683896300033666
488,1296858.6204387425,4608,7.892900700040627
489,1538285.1361838952,4608,7.8502977000316605
490,1810971.5186045552,4608,7.474404399981722
491,1898851.8127870783,4608,7.617092099972069
492,1837572.0743248744,4608,7.5196186999673955
493,1259033.3818956255,4608,8.338530500011984
494,1159700.8778644712,4608,7.976299400033895
495,1837037.3288165806,4608,7.631666299945209
496,2959766.7765974747,4608,7.69596859999001
497,1000000.0,4608,7.805130599997938
498,1624056.1917716037,4608,7.8386436000000685
499,1000000.0,4608,7.7616615000297315
500,1000000.0,4608,7.793153400009032
